Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Idea,Indoor,3G,5,Satisfactory,19.93899842,72.75855811,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,18.54723945,73.78510025,Maharashtra
Vodafone,Travelling,4G,4,Satisfactory,18.57738399,73.76399707,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,18.5661845,73.7756413,Maharashtra
Vodafone,Travelling,3G,3,Call Dropped,18.56626454,73.77583168,Maharashtra
Airtel,Indoor,2G,5,Satisfactory,21.3327347,70.8430076,Gujarat
Airtel,Outdoor,4G,4,Satisfactory,21.4305506,70.9066535,Gujarat
Airtel,Indoor,4G,5,Satisfactory,21.4305506,70.9066535,Gujarat
Airtel,Indoor,4G,5,Satisfactory,21.3583303,70.7471404,Gujarat
Airtel,Indoor,4G,5,Satisfactory,21.3583303,70.7471404,Gujarat
Airtel,Travelling,4G,4,Satisfactory,21.3569487,70.7174045,Gujarat
Airtel,Travelling,4G,4,Satisfactory,21.3569487,70.7174045,Gujarat
Airtel,Outdoor,2G,5,Satisfactory,21.5018862,70.4298137,Gujarat
Airtel,Outdoor,3G,5,Satisfactory,21.3532389,70.2559002,Gujarat
Airtel,Indoor,4G,5,Satisfactory,21.335003,70.8400644,Gujarat
Airtel,Outdoor,3G,5,Satisfactory,21.1578621,70.2707816,Gujarat
Airtel,Indoor,3G,5,Satisfactory,20.9082526,70.3630375,Gujarat
Airtel,Indoor,3G,5,Satisfactory,20.9043713,70.3663852,Gujarat
Airtel,Indoor,3G,5,Satisfactory,20.9043713,70.3663852,Gujarat
Airtel,Indoor,3G,5,Satisfactory,20.9082526,70.3630375,Gujarat
Airtel,Indoor,3G,5,Satisfactory,20.9082526,70.3630375,Gujarat
Airtel,Outdoor,2G,5,Satisfactory,20.98659833,70.70005833,Gujarat
Airtel,Outdoor,3G,5,Satisfactory,20.92192667,70.6047,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.60464439,73.87558403,Maharashtra
Idea,Indoor,3G,4,Satisfactory,17.45265667,78.50073667,Telangana
BSNL,Outdoor,2G,1,Call Dropped,11.88357667,75.40255333,Kerala
BSNL,Outdoor,2G,2,Call Dropped,11.88357667,75.40255333,Kerala
Vodafone,Indoor,3G,4,Satisfactory,19.0987272,72.8970042,Maharashtra
RJio,Indoor,4G,5,Satisfactory,21.34295484,83.61009291,Odisha
BSNL,Indoor,3G,5,Satisfactory,19.983031,73.7711361,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,19.983031,73.7711361,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,23.4432277,87.4576903,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,25.46640171,85.21897565,Bihar
RJio,Indoor,4G,5,Satisfactory,11.03412065,76.9086747,Tamil Nadu
Airtel,Travelling,4G,1,Poor Voice Quality,12.9174595,77.6482,Karnataka
Vodafone,Outdoor,3G,1,Poor Voice Quality,11.24970415,75.78013498,Kerala
Vodafone,Indoor,3G,1,Call Dropped,11.3047785,75.93746194,Kerala
RJio,Indoor,4G,2,Poor Voice Quality,25.46640171,85.21897565,Bihar
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,5,Satisfactory,27.1001023,84.08923356,Bihar
Airtel,Outdoor,4G,2,Poor Voice Quality,28.6616123,77.22622265,NCT
Airtel,Outdoor,4G,1,Poor Voice Quality,28.6616123,77.22622265,NCT
Airtel,Indoor,4G,5,Satisfactory,10.98745855,78.0762716,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,10.9459973,78.0582391,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
BSNL,Indoor,4G,3,Poor Voice Quality,22.5762418,88.3588839,West Bengal
Vodafone,Travelling,4G,2,Poor Voice Quality,28.689552,77.331184,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,22.10020304,88.12866795,West Bengal
Airtel,Outdoor,4G,2,Poor Voice Quality,25.19323073,86.8895017,Bihar
BSNL,Outdoor,4G,1,Call Dropped,20.00802621,76.3364483,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,25.19323073,86.8895017,Bihar
Idea,Indoor,3G,3,Satisfactory,15.90661326,73.82032465,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
BSNL,Indoor,3G,3,Satisfactory,16.7932063,80.8276229,Andhra Pradesh
BSNL,Indoor,3G,3,Satisfactory,16.7932063,80.8276229,Andhra Pradesh
Airtel,Travelling,3G,5,Satisfactory,32.100014,76.29914,Himachal Pradesh
Airtel,Travelling,4G,5,Satisfactory,32.08987,76.434975,Himachal Pradesh
Airtel,Travelling,4G,5,Satisfactory,32.089954,76.435074,Himachal Pradesh
RJio,Indoor,4G,5,Satisfactory,27.1001023,84.08923356,Bihar
RJio,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
RJio,Indoor,4G,3,Satisfactory,22.6787055,72.8612102,Gujarat
RJio,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,26.114841,85.386505,Bihar
Airtel,Travelling,3G,5,Satisfactory,19.21524635,72.81370856,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,12.442787,75.852486,Karnataka
Airtel,Indoor,3G,5,Satisfactory,10.9496077,78.0620401,Tamil Nadu
RJio,Indoor,4G,1,Call Dropped,23.01291959,72.67482698,Gujarat
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,5,Satisfactory,20.3099695,85.81918825,Odisha
RJio,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,5,Satisfactory,18.97727333,73.0299,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.59274052,88.2976462,West Bengal
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,5,Satisfactory,20.3099695,85.81918825,Odisha
RJio,Outdoor,4G,4,Satisfactory,23.60898,80.28109,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,19.50894994,83.50715305,Odisha
RJio,Outdoor,4G,3,Satisfactory,20.71879074,77.01005123,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,20.71879074,77.01005123,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,20.71879074,77.01005123,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,10.9459973,78.0582391,Tamil Nadu
BSNL,Indoor,3G,4,Satisfactory,8.700903654,77.44968116,Tamil Nadu
Idea,Indoor,3G,3,Poor Voice Quality,18.564246,73.919746,Maharashtra
Idea,Indoor,3G,3,Poor Voice Quality,18.563673,73.919986,Maharashtra
Idea,Outdoor,3G,3,Poor Voice Quality,18.481576,73.820365,Maharashtra
Idea,Outdoor,3G,3,Poor Voice Quality,18.565218,73.920586,Maharashtra
Idea,Indoor,3G,3,Call Dropped,18.563189,73.917688,Maharashtra
Idea,Indoor,3G,5,Satisfactory,18.5792077,73.7384548,Maharashtra
BSNL,Indoor,2G,4,Satisfactory,18.56159836,73.91393165,Maharashtra
Idea,Travelling,3G,3,Poor Voice Quality,18.56159836,73.91393165,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.56159836,73.91393165,Maharashtra
Idea,Outdoor,3G,4,Satisfactory,18.502328,73.832056,Maharashtra
Airtel,Outdoor,4G,3,Satisfactory,12.92887715,77.60767747,Karnataka
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Outdoor,4G,2,Poor Voice Quality,22.5797008,88.300384,West Bengal
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,8.4781809,76.9716582,Kerala
RJio,Outdoor,4G,5,Satisfactory,20.3099695,85.81918825,Odisha
RJio,Outdoor,4G,2,Poor Voice Quality,22.5797008,88.300384,West Bengal
RJio,Indoor,4G,5,Satisfactory,11.03412065,76.9086747,Tamil Nadu
Idea,Indoor,4G,5,Satisfactory,30.16429095,74.97894611,Punjab
Airtel,Travelling,4G,3,Satisfactory,25.580734,81.0611,Uttar Pradesh
BSNL,Indoor,3G,5,Satisfactory,17.6641357,75.922695,Maharashtra
RJio,Indoor,4G,5,Satisfactory,11.03412065,76.9086747,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,11.03412065,76.9086747,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,19.9843683,73.7674282,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,25.4666619,85.2033196,Bihar
RJio,Indoor,4G,5,Satisfactory,21.5081192,86.8899924,Odisha
Vodafone,Travelling,3G,3,Satisfactory,9.7094196,76.7056923,Kerala
Airtel,Indoor,4G,5,Satisfactory,17.35844748,78.37468623,Telangana
Airtel,Indoor,4G,5,Satisfactory,11.03412065,76.9086747,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,16.5219827,80.6299969,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.5219827,80.6299969,Andhra Pradesh
RJio,Outdoor,4G,5,Satisfactory,19.93380065,76.08172162,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,16.5219827,80.6299969,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,23.32678693,85.31262756,Jharkhand
RJio,Indoor,4G,3,Call Dropped,18.98197765,72.82790235,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,16.5219827,80.6299969,Andhra Pradesh
Airtel,Outdoor,3G,2,Poor Voice Quality,12.8954308,79.1278638,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,16.5219827,80.6299969,Andhra Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.901995,76.57485,Haryana
RJio,Outdoor,4G,5,Satisfactory,28.901995,76.57485,Haryana
BSNL,Indoor,3G,5,Satisfactory,23.21107374,77.44498686,Madhya Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,25.4666619,85.2033196,Bihar
RJio,Indoor,4G,5,Satisfactory,18.7241911,76.3830816,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,30.876245,75.78033,Punjab
